label,text_len,text_punct,text_cap,raw_text
ham,116,0.086,0.06,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÌÏ got a lot of work ar?   
ham,20,0.05,0.05,Not able to do anything.   
ham,26,0.038,0.077,ÌÏ takin linear algebra today?   
ham,51,0.039,0.02,This weekend is fine (an excuse not to do too much decorating)   
ham,106,0.085,0.047,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*   "
ham,35,0.057,0.057,Now project pa. After that only i can come.   
spam,40,0.0,0.025,Money i have won wining number 946 wot do i do next   
ham,35,0.143,0.029,"Sure, whenever you show the fuck up &gt;:(   "
ham,48,0.021,0.042,That was random saw my old roomate on campus. He graduated   
spam,136,0.074,0.044,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm   "
ham,108,0.093,0.019,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....   "
ham,76,0.053,0.053,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?   
ham,83,0.048,0.048,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho   "
ham,73,0.027,0.041,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not   
ham,32,0.125,0.062,Hi good mornin.. Thanku wish u d same..   
ham,20,0.0,0.9,DO U WANT 2 MEET UP 2MORRO   
ham,48,0.042,0.104,Actually I decided I was too hungry so I haven't left yet :V   
ham,18,0.222,0.111,I've sent Ì_ my part..   
ham,125,0.016,0.016,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.   
spam,129,0.085,0.155,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )   "
ham,47,0.106,0.043,Understand. his loss is my gain :) so do you work? School?   
ham,93,0.043,0.903,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx   
ham,40,0.05,0.025,"Hiya, probably coming home * weekend after next   "
ham,90,0.078,0.056,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.   
ham,165,0.024,0.024,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.   
ham,59,0.051,0.068,Ok both our days. So what are you making for dinner tonite? Am I invited?   
spam,127,0.024,0.039,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070   
ham,24,0.083,0.042,I have no money 4 steve mate! !   
ham,23,0.0,1.0,IM LATE TELLMISS IM ON MY WAY   
ham,125,0.056,0.048,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:   
ham,35,0.057,0.029,Normally i use to drink more water daily:)   
ham,39,0.103,0.051,Dare i ask... Any luck with sorting out the car?   
ham,110,0.045,0.009,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more   "
ham,88,0.08,0.023,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).   "
ham,127,0.063,0.039,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?   
spam,114,0.035,0.123,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv   
ham,38,0.026,0.026,I've been trying to reach him without success   
ham,29,0.034,0.0,when you and derek done with class?   
ham,61,0.18,0.082,Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...   
ham,129,0.047,0.155,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL   
ham,100,0.06,0.06,Hey mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.    
ham,40,0.025,0.05,Hope you are having a good week. Just checking in   
ham,60,0.017,0.017,"Haha, my friend tyler literally just asked if you could get him a dubsack   "
ham,125,0.08,0.024,"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\""""   "
ham,42,0.071,0.071,Great. Have a safe trip. Dont panic surrender all.   
ham,116,0.095,0.103,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""   "
ham,94,0.128,0.043,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...     
ham,45,0.022,0.044,Try to do something dear. You read something for exams   
ham,124,0.056,0.161,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""   "
ham,19,0.0,0.053,Gettin rdy to ship comp   
ham,41,0.049,0.049,I am in hospital da. . I will return home in evening   
ham,74,0.041,0.959,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)   
ham,18,0.167,0.111,Think + da. You wil do.   
ham,20,0.2,0.1,I'm awake oh. What's up.   
ham,126,0.032,0.04,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe   
ham,20,0.05,0.05,How much u trying to get?   
ham,61,0.131,0.131,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time   "
ham,28,0.0,0.036,Tell me again what your address is   
ham,132,0.129,0.273,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)   "
ham,164,0.091,0.03,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?   
ham,46,0.0,0.022,But you were together so you should be thinkin about him   
ham,88,0.034,0.0,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.   
ham,29,0.0,0.31,At WHAT TIME should i come tomorrow   
spam,125,0.056,0.208,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd   
ham,104,0.067,0.904,"\CHA QUITEAMUZING THATåÕSCOOL BABE PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE \""""  "
ham,23,0.043,0.087,Omg how did u know what I ate?   
spam,132,0.076,0.182,"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\""""   "
ham,20,0.3,0.0,:( but your not here....   
ham,39,0.179,0.077,Not directly behind... Abt 4 rows behind Ì_...   
spam,95,0.011,0.095,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066   
spam,132,0.053,0.152,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records   "
spam,127,0.047,0.142,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+   "
ham,27,0.074,0.074,No plans yet. What are you doing ?   
ham,117,0.188,0.026,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.   
ham,61,0.033,0.033,Not course. Only maths one day one chapter with in one month we can finish.   
ham,75,0.08,0.04,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)   
spam,109,0.101,0.092,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk   "
ham,63,0.048,0.063,Noooooooo please. Last thing I need is stress. For once in your life be fair.   
spam,135,0.037,0.052,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm   
spam,131,0.092,0.099,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876   "
ham,61,0.033,0.033,"I'll see if I can swing by in a bit, got some things to take care of here firsg   "
ham,178,0.028,0.062,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)   
ham,37,0.027,0.027,Have you not finished work yet or something?   
ham,91,0.066,0.033,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow   
spam,129,0.047,0.248,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50   
ham,57,0.018,0.018,Right it wasnt you who phoned it was someone with a number like yours!   
ham,41,0.073,0.049,It's ok i wun b angry. Msg u aft i come home tonight.   
ham,84,0.024,0.036,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon   
ham,24,0.0,0.042,Yo sorry was in the shower sup   
ham,66,0.03,0.045,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit   "
ham,31,0.129,0.032,Full heat pa:-) i have applyed oil pa.   
ham,51,0.078,0.02,I'm stuck in da middle of da row on da right hand side of da lt...    
ham,32,0.031,0.031,Have you laid your airtel line to rest?   
ham,74,0.0,0.014,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing    
spam,119,0.059,0.109,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop   
ham,128,0.07,0.016,"\Hey j! r u feeling any better  hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx\""""  "
ham,58,0.034,0.052,And I don't plan on staying the night but I prolly won't be back til late   
ham,28,0.071,0.893,THANX 4 PUTTIN DA FONE DOWN ON ME!!   
ham,55,0.055,0.055,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?   "
ham,109,0.183,0.055,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up...    "
ham,88,0.023,0.023,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!   
ham,28,0.179,0.036,We live in the next  &lt;#&gt; mins   
ham,18,0.056,0.056,Y de asking like this.   
ham,25,0.04,0.04,Just glad to be talking to you.   
ham,16,0.125,0.125,Wat time Ì_ finish?   
ham,43,0.047,0.047,Sorry da. I gone mad so many pending works what to do.   
ham,24,0.0,0.042,How much you got for cleaning   
ham,83,0.048,0.0,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30   
spam,89,0.034,0.169,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B   
ham,19,0.158,0.105,ÌÏ called dad oredi...   
ham,71,0.07,0.028,Good. do you think you could send me some pix? I would love to see your top and bottom...   
ham,61,0.148,0.049,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.   
ham,29,0.103,0.103,"Sorry, I'll call later In meeting.   "
ham,22,0.0,1.0,THIS IS A LONG FUCKIN SHOWR   
ham,30,0.067,0.033,"Received, understood n acted upon!   "
ham,31,0.032,0.032,They finally came to fix the ceiling.   
ham,146,0.089,0.062,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....""   "
ham,44,0.045,0.045,Jus finish blowing my hair. U finish dinner already?   
ham,19,0.105,0.105,I'm on the bus. Love you   
ham,42,0.167,0.071,Lol ... I knew that .... I saw him in the dollar store   
spam,117,0.017,0.034,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!   
spam,139,0.014,0.022,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.   
ham,48,0.042,0.021,Only saturday and sunday holiday so its very difficult:)   
ham,35,0.057,0.057,Everybody had fun this evening. Miss you.   
ham,72,0.028,0.014,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?   "
ham,27,0.074,0.037,"I'm in a meeting, call me later at   "
ham,36,0.028,0.056,Oh wow thats gay. Will firmware update help   
